,occurrenceID,scientificName,dateIdentified,eventDate,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,individualCount,lifeStage,sex,bathymetry,shoredistance,sst,sss
1,1282_279816,Eretmochelys imbricata,2012-06-08T07:06:14/2012-09-15T11:48:16,2012-06-08T07:06:14/2012-09-15T11:48:16,20.5,57.5,111319.49,3,Adult,Female,-51,-46385,NA,NA
2,1255_764977,Eretmochelys imbricata,2010-08-04T09:58:17/2010-08-04T09:58:17,2010-08-04T09:58:17/2010-08-04T09:58:17,23.5,61.5,111319.49,1,Adult,Female,3333,170650,27.01,36.59
3,1257_60031,Eretmochelys imbricata,2011-05-04T12:30:18/2011-05-04T15:48:43,2011-05-04T12:30:18/2011-05-04T15:48:43,23.5,61.5,111319.49,1,Adult,Female,3333,170650,27.01,36.59
4,1282_202691,Eretmochelys imbricata,2013-01-21T19:29:40/2013-03-23T17:25:06,2013-01-21T19:29:40/2013-03-23T17:25:06,27.5,52.5,111319.49,1,Adult,Female,37,6400,27.86,38.43
5,1255_763473,Eretmochelys imbricata,2010-10-19T09:25:35/2010-10-19T09:25:35,2010-10-19T09:25:35/2010-10-19T09:25:35,26.5,47.5,111319.49,1,Adult,Female,-385,-181335,NA,NA
6,1257_80959,Eretmochelys imbricata,2011-05-19T12:21:21/2011-05-19T15:28:49,2011-05-19T12:21:21/2011-05-19T15:28:49,27.5,52.5,111319.49,1,Adult,Female,37,6400,27.86,38.43
7,1255_761361,Eretmochelys imbricata,2010-10-18T09:51:46/2011-10-21T13:42:44,2010-10-18T09:51:46/2011-10-21T13:42:44,26.5,48.5,111319.49,1,Adult,Female,-217,-110064,NA,NA
8,1282_208267,Eretmochelys imbricata,2012-06-10T23:44:50/2012-06-11T06:37:57,2012-06-10T23:44:50/2012-06-11T06:37:57,28.5,49.5,111319.49,1,Adult,Female,48,78815,26.26,38.81
9,1282_216342,Eretmochelys imbricata,2012-09-03T14:04:57/2012-09-03T14:04:57,2012-09-03T14:04:57/2012-09-03T14:04:57,26.5,54.5,111319.49,1,Adult,Female,25,10239,27.98,37.47
10,1255_769170,Eretmochelys imbricata,2010-09-02T13:23:25/2010-09-02T13:23:25,2010-09-02T13:23:25/2010-09-02T13:23:25,23.5,45.5,111319.49,1,Adult,Female,-781,-530055,NA,NA
11,1255_768265,Eretmochelys imbricata,2010-10-07T09:29:26/2010-10-07T09:29:26,2010-10-07T09:29:26/2010-10-07T09:29:26,24.5,55.5,111319.49,1,Adult,Female,-219,-69064,NA,NA
12,1257_59952,Eretmochelys imbricata,2011-04-13T15:56:01/2011-06-05T13:32:55,2011-04-13T15:56:01/2011-06-05T13:32:55,23.5,58.5,111319.49,3,Adult,Female;Male,-112,-13462,NA,NA
13,1255_768520,Eretmochelys imbricata,2010-06-02T17:12:57/2010-06-02T20:03:31,2010-06-02T17:12:57/2010-06-02T20:03:31,21.5,58.5,111319.49,1,Adult,Female,-147,-59307,NA,NA
14,1498_875713,Eretmochelys imbricata,2018-06-13T05:00:34/2018-06-14T17:55:58,2018-06-13T05:00:34/2018-06-14T17:55:58,26.5,54.5,111319.49,2,Subadult,Unknown,25,10239,27.98,37.47
15,1257_60026,Eretmochelys imbricata,2011-05-01T13:00:48/2011-05-03T22:18:37,2011-05-01T13:00:48/2011-05-03T22:18:37,23.5,60.5,111319.49,1,Adult,Female,3352,128960,27.17,36.65
16,1255_762937,Eretmochelys imbricata,2010-06-09T08:14:18/2013-05-18T16:59:49,2010-06-09T08:14:18/2013-05-18T16:59:49,27.5,49.5,111319.49,1,Adult,Female,7,16294,26.26,37.16
17,1257_67049,Eretmochelys imbricata,2011-05-26T12:51:19/2011-07-15T19:34:44,2011-05-26T12:51:19/2011-07-15T19:34:44,25.5,50.5,111319.49,1,Adult,Female,45,7713,26.67,36.91
18,1255_768270,Eretmochelys imbricata,2010-05-28T12:48:38/2012-03-23T12:48:43,2010-05-28T12:48:38/2012-03-23T12:48:43,24.5,54.5,111319.49,3,Adult,Female,-1,84,NA,NA
19,1255_764470,Eretmochelys imbricata,2010-04-23T08:59:59/2010-04-27T09:06:03,2010-04-23T08:59:59/2010-04-27T09:06:03,27.5,52.5,111319.49,2,Adult,Female,37,6400,27.86,38.43
20,1255_768969,Eretmochelys imbricata,2010-11-01T13:48:14/2010-11-01T13:48:14,2010-11-01T13:48:14/2010-11-01T13:48:14,20.5,61.5,111319.49,1,Adult,Female,3469,246530,26.89,36.33
21,1282_194994,Eretmochelys imbricata,2012-06-24T09:26:09/2012-06-24T09:26:09,2012-06-24T09:26:09/2012-06-24T09:26:09,26.5,47.5,111319.49,1,Adult,Female,-385,-181335,NA,NA
22,1255_768711,Eretmochelys imbricata,2010-05-27T20:37:20/2010-05-27T20:37:20,2010-05-27T20:37:20/2010-05-27T20:37:20,24.5,50.5,111319.49,1,Adult,Female,-128,-36580,NA,NA
23,1257_62271,Eretmochelys imbricata,2011-04-17T20:37:23/2012-06-25T12:51:58,2011-04-17T20:37:23/2012-06-25T12:51:58,20.5,58.5,111319.49,6,Adult,Female;Male,-1,-3895,26.03,35.94
24,1255_765466,Eretmochelys imbricata,2010-04-19T14:04:05/2010-05-24T20:34:33,2010-04-19T14:04:05/2010-05-24T20:34:33,26.5,53.5,111319.49,5,Adult,Female,83,21081,27.99,38.07
25,1255_765716,Eretmochelys imbricata,2010-11-07T09:32:46/2010-11-07T09:32:46,2010-11-07T09:32:46/2010-11-07T09:32:46,27.5,45.5,111319.49,1,Adult,Female,-469,-298576,NA,NA
26,1282_206510,Eretmochelys imbricata,2012-08-26T13:46:15/2013-05-25T02:59:26,2012-08-26T13:46:15/2013-05-25T02:59:26,25.5,50.5,111319.49,2,Adult,Female,45,7713,26.67,36.91
27,1255_766378,Eretmochelys imbricata,2010-07-02T07:10:13/2010-07-02T07:10:13,2010-07-02T07:10:13/2010-07-02T07:10:13,22.5,61.5,111319.49,1,Adult,Female,3188,170852,26.78,36.46
28,1255_768726,Eretmochelys imbricata,2010-06-06T09:19:29/2012-11-11T08:45:44,2010-06-06T09:19:29/2012-11-11T08:45:44,27.5,48.5,111319.49,2,Adult,Female,-53,-35936,NA,NA
29,1257_79959,Eretmochelys imbricata,2011-07-17T14:50:43/2011-10-26T18:54:18,2011-07-17T14:50:43/2011-10-26T18:54:18,26.5,53.5,111319.49,2,Adult,Female,83,21081,27.99,38.07
30,1255_765629,Eretmochelys imbricata,2010-08-08T21:41:44/2010-08-08T21:41:44,2010-08-08T21:41:44/2010-08-08T21:41:44,28.5,64.5,111319.49,1,Adult,Female,-1139,-335692,NA,NA
31,1257_81062,Eretmochelys imbricata,2011-05-14T12:42:17/2013-02-20T09:19:57,2011-05-14T12:42:17/2013-02-20T09:19:57,25.5,53.5,111319.49,12,Adult,Female,30,69682,28.04,38.52
32,1255_767717,Eretmochelys imbricata,2010-05-31T13:21:06/2011-03-08T13:40:43,2010-05-31T13:21:06/2011-03-08T13:40:43,23.5,44.5,111319.49,2,Adult,Female,-952,-561760,NA,NA
33,1255_770300,Eretmochelys imbricata,2010-05-07T19:12:43/2011-05-10T14:06:33,2010-05-07T19:12:43/2011-05-10T14:06:33,25.5,51.5,111319.49,8,Adult,Female,2,1190,27.23,38.29
34,1255_769180,Eretmochelys imbricata,2010-06-09T13:26:36/2012-10-20T12:55:43,2010-06-09T13:26:36/2012-10-20T12:55:43,26.5,49.5,111319.49,3,Adult,Female,-51,-51522,NA,NA
35,1257_82287,Eretmochelys imbricata,2011-04-21T08:40:22/2013-02-19T12:18:16,2011-04-21T08:40:22/2013-02-19T12:18:16,25.5,54.5,111319.49,6,Adult,Female,41,26028,28.29,38.66
36,1255_769669,Eretmochelys imbricata,2010-05-14T13:31:55/2010-05-14T13:31:55,2010-05-14T13:31:55/2010-05-14T13:31:55,26.5,55.5,111319.49,1,Adult,Female,5,9927,27.88,37.17
37,1255_767846,Eretmochelys imbricata,2010-09-28T08:38:41/2010-09-28T08:38:41,2010-09-28T08:38:41/2010-09-28T08:38:41,25.5,49.5,111319.49,1,Adult,Female,-168,-68604,NA,NA
38,1257_81022,Eretmochelys imbricata,2011-05-04T12:54:18/2013-07-12T16:55:53,2011-05-04T12:54:18/2013-07-12T16:55:53,25.5,52.5,111319.49,13,Adult,Female,22,20575,27.63,38.5
39,802_694531,Eretmochelys imbricata,2013-06-12T06:23:13/2015-10-30T07:18:22,2013-06-12T06:23:13/2015-10-30T07:18:22,24.5,54.5,111319.49,11,Juvenile;Subadult,Unknown,-1,84,NA,NA
40,1498_875245,Eretmochelys imbricata,2018-01-04T18:49:36/2018-08-17T07:10:34,2018-01-04T18:49:36/2018-08-17T07:10:34,24.5,55.5,111319.49,2,Subadult,Unknown,-219,-69064,NA,NA
41,1255_770346,Eretmochelys imbricata,2010-05-18T06:42:32/2011-09-05T11:26:47,2010-05-18T06:42:32/2011-09-05T11:26:47,25.5,52.5,111319.49,9,Adult,Female,22,20575,27.63,38.5
42,1257_80992,Eretmochelys imbricata,2011-05-19T09:17:14/2011-09-30T09:08:52,2011-05-19T09:17:14/2011-09-30T09:08:52,26.5,52.5,111319.49,5,Adult,Female,74,75521,27.75,38.37
43,1282_280168,Eretmochelys imbricata,2013-05-16T08:54:46/2013-05-22T16:19:48,2013-05-16T08:54:46/2013-05-22T16:19:48,25.5,56.5,111319.49,1,Adult,Female,87,13077,28.48,36.85
44,1134_530864,Eretmochelys imbricata,2014-03-11T15:57:25/2015-06-21T09:33:40,2014-03-11T15:57:25/2015-06-21T09:33:40,26.5,51.5,111319.49,4,Adult;Juvenile,Female;Male,34,43682,27.21,38.41
45,1255_769647,Eretmochelys imbricata,2010-05-08T13:01:53/2011-01-09T21:36:40,2010-05-08T13:01:53/2011-01-09T21:36:40,24.5,58.5,111319.49,2,Adult,Female,2104,80547,28.14,36.78
46,802_694463,Eretmochelys imbricata,2012-07-05T14:31:51/2015-07-25T17:14:00,2012-07-05T14:31:51/2015-07-25T17:14:00,25.5,54.5,111319.49,17,Juvenile;Subadult,Unknown,41,26028,28.29,38.66
47,1282_217456,Eretmochelys imbricata,2012-05-19T12:48:35/2014-06-20T15:57:30,2012-05-19T12:48:35/2014-06-20T15:57:30,24.5,53.5,111319.49,13,Adult,Female,14,13065,28.05,38.78
48,1255_768999,Eretmochelys imbricata,2010-06-08T20:44:12/2010-12-24T14:21:08,2010-06-08T20:44:12/2010-12-24T14:21:08,19.5,57.5,111319.49,3,Adult,Female,-143,-20946,NA,NA
49,802_693919,Eretmochelys imbricata,2012-10-02T15:32:00/2015-10-16T17:35:21,2012-10-02T15:32:00/2015-10-16T17:35:21,24.5,52.5,111319.49,6,Juvenile;Subadult,Unknown,19,16075,27.81,38.4
50,1255_770313,Eretmochelys imbricata,2010-04-30T09:46:52/2011-02-15T13:58:52,2010-04-30T09:46:52/2011-02-15T13:58:52,26.5,52.5,111319.49,7,Adult,Female,74,75521,27.75,38.37
51,1255_768886,Eretmochelys imbricata,2010-06-19T13:04:03/2010-06-19T13:04:03,2010-06-19T13:04:03/2010-06-19T13:04:03,16.5,43.5,111319.49,1,Adult,Female,-785,-77040,NA,NA
52,1255_770062,Eretmochelys imbricata,2010-05-18T09:14:24/2012-04-15T14:59:31,2010-05-18T09:14:24/2012-04-15T14:59:31,26.5,50.5,111319.49,6,Adult,Female,2,8549,26.73,37.79
53,1255_763301,Eretmochelys imbricata,2010-08-29T16:03:28/2010-08-29T16:03:28,2010-08-29T16:03:28/2010-08-29T16:03:28,24.5,47.5,111319.49,1,Adult,Female,-469,-298461,NA,NA
54,1282_190690,Eretmochelys imbricata,2012-05-27T08:08:10/2012-06-12T09:27:58,2012-05-27T08:08:10/2012-06-12T09:27:58,20.5,59.5,111319.49,2,Adult,Female,2536,55976,26.4,36.28
55,1134_445699,Eretmochelys imbricata,2014-03-14T14:50:36/2014-05-19T12:58:03,2014-03-14T14:50:36/2014-05-19T12:58:03,26.5,50.5,111319.49,1,Juvenile,Female,2,8549,26.73,37.79
56,1255_768351,Eretmochelys imbricata,2010-10-01T09:55:13/2010-10-01T09:55:13,2010-10-01T09:55:13/2010-10-01T09:55:13,17.5,57.5,111319.49,1,Adult,Female,2145,121691,26.41,36.15
57,1255_768562,Eretmochelys imbricata,2010-07-22T20:33:22/2010-07-22T20:33:22,2010-07-22T20:33:22/2010-07-22T20:33:22,20.5,64.5,111319.49,1,Adult,Female,3200,488955,27.4,36.55
58,1282_280104,Eretmochelys imbricata,2013-05-08T13:18:19/2013-05-16T05:30:46,2013-05-08T13:18:19/2013-05-16T05:30:46,24.5,56.5,111319.49,1,Adult,Female,-58,-8562,NA,NA
59,1282_277543,Eretmochelys imbricata,2012-05-11T09:48:11/2013-05-24T06:04:25,2012-05-11T09:48:11/2013-05-24T06:04:25,21.5,58.5,111319.49,3,Adult,Female,-147,-59307,NA,NA
60,1282_208239,Eretmochelys imbricata,2012-05-17T04:14:01/2013-08-29T05:29:33,2012-05-17T04:14:01/2013-08-29T05:29:33,26.5,50.5,111319.49,2,Adult,Female,2,8549,26.73,37.79
61,1282_279237,Eretmochelys imbricata,2012-05-10T09:11:03/2012-06-25T21:07:55,2012-05-10T09:11:03/2012-06-25T21:07:55,19.5,57.5,111319.49,5,Adult,Female,-143,-20946,NA,NA
62,1282_277540,Eretmochelys imbricata,2012-05-04T20:23:11/2013-05-23T15:23:31,2012-05-04T20:23:11/2013-05-23T15:23:31,21.5,59.5,111319.49,6,Adult,Female,18,11591,25.95,36.21
63,802_693794,Eretmochelys imbricata,2013-07-23T10:08:38/2015-09-21T09:28:51,2013-07-23T10:08:38/2015-09-21T09:28:51,25.5,52.5,111319.49,4,Juvenile;Subadult,Unknown,22,20575,27.63,38.5
64,1498_876073,Eretmochelys imbricata,2017-11-29T07:28:53/2018-08-19T10:22:17,2017-11-29T07:28:53/2018-08-19T10:22:17,25.5,55.5,111319.49,4,Subadult,Unknown,-1,151,NA,NA
65,1255_770252,Eretmochelys imbricata,2010-08-26T07:01:40/2010-08-26T07:01:40,2010-08-26T07:01:40/2010-08-26T07:01:40,27.5,42.5,111319.49,1,Adult,Female,-800,-549105,NA,NA
66,1255_768787,Eretmochelys imbricata,2010-05-14T05:19:54/2010-10-15T02:13:34,2010-05-14T05:19:54/2010-10-15T02:13:34,25.5,55.5,111319.49,3,Adult,Female,-1,151,NA,NA
67,1255_770105,Eretmochelys imbricata,2010-05-02T12:55:17/2011-07-30T09:53:55,2010-05-02T12:55:17/2011-07-30T09:53:55,26.5,51.5,111319.49,8,Adult,Female,34,43682,27.21,38.41
68,1257_73304,Eretmochelys imbricata,2012-02-27T09:30:12/2012-02-27T09:30:12,2012-02-27T09:30:12/2012-02-27T09:30:12,23.5,52.5,111319.49,1,Adult,Female,-82,-58272,NA,NA
69,1257_80974,Eretmochelys imbricata,2011-04-27T08:54:40/2011-09-15T12:52:47,2011-04-27T08:54:40/2011-09-15T12:52:47,26.5,51.5,111319.49,9,Adult,Female,34,43682,27.21,38.41
70,802_692796,Eretmochelys imbricata,2015-06-05T07:35:21/2015-06-08T11:36:41,2015-06-05T07:35:21/2015-06-08T11:36:41,26.5,53.5,111319.49,1,Juvenile,Unknown,83,21081,27.99,38.07
71,1255_768303,Eretmochelys imbricata,2010-06-16T21:21:01/2010-06-16T21:21:01,2010-06-16T21:21:01/2010-06-16T21:21:01,19.5,59.5,111319.49,1,Adult,Female,3344,113652,26.66,36.26
72,1257_80955,Eretmochelys imbricata,2011-05-10T08:03:52/2011-05-23T09:21:02,2011-05-10T08:03:52/2011-05-23T09:21:02,27.5,51.5,111319.49,4,Adult,Female,29,35532,27.29,38.62
73,1282_281558,Eretmochelys imbricata,2012-05-08T13:07:01/2013-10-25T16:08:47,2012-05-08T13:07:01/2013-10-25T16:08:47,25.5,55.5,111319.49,3,Adult,Female,-1,151,NA,NA
74,1282_280581,Eretmochelys imbricata,2013-05-29T20:40:36/2013-07-10T06:34:08,2013-05-29T20:40:36/2013-07-10T06:34:08,26.5,55.5,111319.49,1,Adult,Female,5,9927,27.88,37.17
75,1282_215956,Eretmochelys imbricata,2012-05-08T12:05:30/2013-03-27T16:25:12,2012-05-08T12:05:30/2013-03-27T16:25:12,25.5,51.5,111319.49,8,Adult,Female,2,1190,27.23,38.29
76,1282_208517,Eretmochelys imbricata,2012-06-11T20:00:51/2012-09-23T05:40:54,2012-06-11T20:00:51/2012-09-23T05:40:54,28.5,48.5,111319.49,1,Adult,Female,5,552,25.54,35.28
77,1255_768295,Eretmochelys imbricata,2010-05-30T16:43:09/2010-05-30T16:43:09,2010-05-30T16:43:09/2010-05-30T16:43:09,20.5,59.5,111319.49,1,Adult,Female,2536,55976,26.4,36.28
78,1282_202525,Eretmochelys imbricata,2012-07-17T18:05:00/2013-09-08T11:37:10,2012-07-17T18:05:00/2013-09-08T11:37:10,26.5,53.5,111319.49,2,Adult,Female,83,21081,27.99,38.07
79,1282_215873,Eretmochelys imbricata,2012-05-07T19:10:07/2013-09-15T01:10:57,2012-05-07T19:10:07/2013-09-15T01:10:57,26.5,51.5,111319.49,8,Adult,Female,34,43682,27.21,38.41
80,1255_768856,Eretmochelys imbricata,2010-05-15T16:07:22/2010-05-27T18:50:22,2010-05-15T16:07:22/2010-05-27T18:50:22,22.5,59.5,111319.49,3,Adult,Female,-65,-8319,NA,NA
81,1498_875352,Eretmochelys imbricata,2017-12-26T10:17:02/2018-08-15T20:34:54,2017-12-26T10:17:02/2018-08-15T20:34:54,25.5,54.5,111319.49,2,Subadult,Unknown,41,26028,28.29,38.66
82,1255_768309,Eretmochelys imbricata,2010-06-21T09:09:36/2010-06-21T09:09:36,2010-06-21T09:09:36/2010-06-21T09:09:36,20.5,48.5,111319.49,1,Adult,Female,-342,-509247,NA,NA
83,1498_875816,Eretmochelys imbricata,2018-06-24T06:25:34/2018-07-28T07:05:09,2018-06-24T06:25:34/2018-07-28T07:05:09,25.5,53.5,111319.49,2,Subadult,Unknown,30,69682,28.04,38.52
84,1255_768664,Eretmochelys imbricata,2010-05-13T10:00:55/2010-05-15T11:17:41,2010-05-13T10:00:55/2010-05-15T11:17:41,24.5,57.5,111319.49,1,Adult,Female,1465,69266,28.42,36.81
85,1257_59221,Eretmochelys imbricata,2011-04-27T15:15:08/2011-05-17T22:35:05,2011-04-27T15:15:08/2011-05-17T22:35:05,23.5,57.5,111319.49,1,Adult,Male,-203,-34203,NA,NA
86,802_693651,Eretmochelys imbricata,2012-09-25T07:36:06/2015-08-10T14:52:19,2012-09-25T07:36:06/2015-08-10T14:52:19,25.5,53.5,111319.49,3,Juvenile,Unknown,30,69682,28.04,38.52
87,1255_768851,Eretmochelys imbricata,2010-05-13T12:30:57/2011-04-23T08:50:42,2010-05-13T12:30:57/2011-04-23T08:50:42,23.5,59.5,111319.49,4,Adult,Female,3272,61214,27.73,36.73
88,1282_277452,Eretmochelys imbricata,2012-04-26T09:05:51/2013-05-10T01:43:03,2012-04-26T09:05:51/2013-05-10T01:43:03,23.5,59.5,111319.49,6,Adult,Female,3272,61214,27.73,36.73
89,1255_769179,Eretmochelys imbricata,2010-09-12T13:20:25/2010-09-25T12:56:39,2010-09-12T13:20:25/2010-09-25T12:56:39,24.5,48.5,111319.49,2,Adult,Female,-377,-213129,NA,NA
90,1257_79188,Eretmochelys imbricata,2011-05-02T08:36:23/2012-12-28T15:59:15,2011-05-02T08:36:23/2012-12-28T15:59:15,24.5,52.5,111319.49,9,Adult,Female,19,16075,27.81,38.4
91,802_692779,Eretmochelys imbricata,2012-09-12T10:01:18/2015-06-03T09:12:52,2012-09-12T10:01:18/2015-06-03T09:12:52,26.5,54.5,111319.49,2,Juvenile,Unknown,25,10239,27.98,37.47
